日期,标题,发文机关,机关层级,主题分类,发文字号,所属公报号码,影响行业,情感倾向,情感置信度
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,化工,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,传统能源,中性,0.7
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,金融,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,医药,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,消费,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,房地产,正面,0.75
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,电动车新能源,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,高端装备,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,旅游,正面,0.85
2024/4/25,国家知识产权局 司法部关于深化协同保护加强知识产权法治保障的意见,国家知识产权局?司法部,国务院部门,科技、教育&知识产权,国知发保字〔2024〕12号,,半导体与信息技术,正面,0.85
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,化工,正面,0.75
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,传统能源,中性,0.75
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,金融,正面,0.75
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,医药,中性,0.7
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,消费,正面,0.75
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,房地产,中性,0.7
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,电动车新能源,正面,0.75
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,高端装备,正面,0.75
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,旅游,中性,0.7
2024/4/24,国家税务总局关于资源回收企业向自然人报废产品出售者“反向开票”有关事项的公告,国家税务总局,国务院部门,财政、金融、审计&税务,国家税务总局公告2024年第5号,,半导体与信息技术,中性,0.7
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,化工,正面,0.85
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,传统能源,负面,0.85
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,金融,正面,0.85
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,医药,中性,0.75
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,消费,正面,0.85
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,房地产,正面,0.75
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,电动车新能源,正面,0.85
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,高端装备,正面,0.85
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,旅游,正面,0.8
2024/4/2,国家能源局关于促进新型储能并网和调度运用的通知,国家能源局,国务院部门,国土资源、能源&其他,国能发科技规〔2024〕26号,,半导体与信息技术,正面,0.85
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,化工,正面,0.75
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,传统能源,中性,0.7
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,金融,中性,0.7
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,医药,正面,0.7
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,消费,正面,0.75
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,房地产,中性,0.7
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,电动车新能源,中性,0.8
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,高端装备,中性,0.7
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,旅游,正面,0.75
2024/4/26,国家药监局关于发布《化妆品检查管理办法》的公告,国家药监局,国务院部门,市场监管、安全生产监管&其他,2024年第52号,,半导体与信息技术,中性,0.7
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,化工,中性,0.75
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,传统能源,中性,0.75
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,金融,正面,0.75
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,医药,正面,0.75
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,消费,正面,0.75
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,房地产,中性,0.7
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,电动车新能源,中性,0.75
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,高端装备,中性,0.7
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,旅游,中性,0.7
2024/4/18,国家药监局关于进一步做好药品经营监督管理有关工作的公告,国家药监局,国务院部门,市场监管、安全生产监管&食品药品监管,（2024年第48号）,,半导体与信息技术,中性,0.7
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,化工,中性,0.75
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,传统能源,中性,0.7
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,金融,中性,0.75
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,医药,正面,0.75
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,消费,中性,0.75
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,房地产,中性,0.7
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,电动车新能源,中性,0.7
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,高端装备,正面,0.85
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,旅游,中性,0.75
2024/4/2,国家药监局关于进一步加强医疗器械注册人委托生产监督管理的公告,国家药监局,国务院部门,卫生、体育&医药管理,2024年第38号,,半导体与信息技术,中性,0.7
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,化工,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,传统能源,负面,0.85
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,金融,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,医药,中性,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,消费,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,房地产,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,电动车新能源,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,高端装备,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,旅游,正面,0.75
2024/4/2,国家认监委关于明确直接涉碳类认证规则备案要求的通知,国家认监委,国务院部门,城乡建设、环境保护&环境监测、保护与治理,国认监〔2024〕3号,,半导体与信息技术,正面,0.75
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,化工,中性,0.7
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,传统能源,中性,0.75
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,金融,正面,0.75
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,医药,中性,0.7
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,消费,正面,0.75
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,房地产,中性,0.7
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,电动车新能源,中性,0.7
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,高端装备,中性,0.7
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,旅游,中性,0.75
2024/4/19,国家金融监督管理总局 中国人民银行关于优化已故存款人小额存款提取有关要求的通知,金融监管总局?中国人民银行,国务院部门,财政、金融、审计&银行,金规〔2024〕6号,,半导体与信息技术,中性,0.7
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,化工,正面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,传统能源,负面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,金融,正面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,医药,正面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,消费,正面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,房地产,负面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,电动车新能源,正面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,高端装备,正面,0.85
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,旅游,中性,0.75
2024/4/3,国家金融监督管理总局 工业和信息化部 国家发展改革委关于深化制造业金融服务 助力推进新型工业化的通知,金融监管总局 工业和信息化部 国家发展改革委,国务院部门,财政、金融、审计&其他,金发〔2024〕5号,,半导体与信息技术,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,化工,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,传统能源,负面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,金融,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,医药,正面,0.75
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,消费,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,房地产,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,电动车新能源,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,高端装备,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,旅游,正面,0.85
2024/4/20,国家金融监督管理总局关于推动绿色保险高质量发展的指导意见,金融监管总局,国务院部门,财政、金融、审计&保险,金规〔2024〕5号,,半导体与信息技术,正面,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,化工,正面,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,传统能源,中性,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,金融,正面,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,医药,中性,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,消费,中性,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,房地产,中性,0.7
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,电动车新能源,中性,0.7
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,高端装备,正面,0.85
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,旅游,正面,0.75
2024/4/2,国家铁路局关于印发《铁路设备源头质量安全监督管理实施细则》的通知,国家铁路局,国务院部门,工业、交通&铁路,国铁设备监规〔2024〕6号,,半导体与信息技术,中性,0.7
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,化工,中性,0.7
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,传统能源,中性,0.75
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,金融,正面,0.85
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,医药,正面,0.75
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,消费,正面,0.85
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,房地产,中性,0.7
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,电动车新能源,中性,0.7
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,高端装备,正面,0.75
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,旅游,正面,0.85
2024/4/22,国际邮轮在中华人民共和国港口靠港补给的规定,国务院,国务院,工业、交通&水运,国令第780号,,半导体与信息技术,中性,0.7
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,化工,中性,0.7
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,传统能源,中性,0.7
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,金融,正面,0.85
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,医药,中性,0.7
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,消费,正面,0.85
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,房地产,中性,0.7
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,电动车新能源,正面,0.75
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,高端装备,正面,0.75
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,旅游,正面,0.75
2024/4/8,工业和信息化部关于开展增值电信业务扩大对外开放试点工作的通告,工业和信息化部,国务院部门,工业、交通&信息产业（含电信）,工信部通信函〔2024〕107号,,半导体与信息技术,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,化工,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,传统能源,负面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,金融,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,医药,正面,0.75
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,消费,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,房地产,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,电动车新能源,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,高端装备,正面,0.85
2024/4/17,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅关于全面开展绿色建材下乡活动的通知,工业和信息化部办公厅 住房和城乡建设部办公厅 农业农村部办公厅 商务部办公厅 国家市场监督管理总局办公厅 国家广播电视总局办公厅,国务院部门,城乡建设、环境保护&城乡建设（含住房）,工信厅联原函〔2024〕21号,,旅游,正面,0.85
